无论如何	foce
彼知颦美而不知颦之所以美	rqnu
头上玳瑁光	skgm
长门尽日无梳洗	tpbi
竿头彩挂虹蜺晕	qsej
浪下三吴起白烟	iafu
我何苦哀伤	qese
民无得而称焉	cfrf
周公恐惧流言后	wtfe
而天下始分矣	sfav
今吾嗣为之十二年	tflq
闲与仙人扫落花	pses
犹疾视而盛气	rpuq
感郎千金意	dowi
幻化空身即法身	vepw
是同为淫僻也	jkoc
上有万仞山	ksfj
吾无与言之矣	ffsv
无非一念救苍生	flfw
鲛人潜织水底居	qtib
未见其止也	hkdc
而我犹为人猗	sqrr
但惜夏日长	eydt
时人嫌不取	jtca
不期精粗焉	ddpf
明月生南浦	jwwi
最传秀句寰区满	jeri
日月同光华	jwke
于身色有用	fwyt
多于在庾之粟粒	rfsp
柳绿更带朝烟	fvfu
大马之捶钩者	gxph
乘流玩回转	righ
泪亦不能为之堕	ipdc
莲花始信两飞峰	sscj
吾爱王子晋	fega
不知修何行	dqer
纵饮久判人共弃	vryo
罗袜绣鞋随步没	mpvi
踏天磨刀割紫云	nfps
今年寒食好风流	tqoi
头痛汗盈巾	spim
共君一醉一陶然	sxfw
七日而浑沌死	ajsd
山亦传此名	jper
未能或之先也	hvgc
示赵弱且怯也	hdvc
诗书好在家四壁	ovcb
言者所以在意	uhii
时亦犹其未央	jprk
且王者之不作	mghe
狂来轻世界	rfhj
秋浦歌十七首	riau
泣人不泣身	itdw
林鼠山狐长醉饱	frjr
近来人事半消磨	eftp
况此残灯夜	sndo
盖裹周四垠	uowh
子路拱而立	vnai
人间只有此花新	tpli
水香莲子齐	krsp
徒慕君之高义也	rsxc
老人自笑还多事	htta
舟车半天下	qhua
衔泥巢君屋	rivb
肝胆楚越也	wwfc
长逝入君怀	tary
进德智所拙	srqa
雨蓑烟笠事春耕	dsud
得及游丝百尺长	rvit
烹鸡酌白酒	obgi
花泾二月桃花发	sisx
心飞故国楼	yvdf
赠元六兄林宗	kfoo
开视化为血	fueq
红绽雨肥梅	vvdf
先据要路津	wadi
殚残天下之圣法	ddfi
无数新禽有喜声	fpih
几时心绪浑无事	qjya
昔尧治天下	saia
山行六七里	jrok
携我远来游渼陂	aqfc
干芦一炬火	hsfu
何必仰云梯	eyef
若乃夫没人	svgt
争奈结根深石底	ygvu
多于南亩之农夫	rfdg
不似此池边	denx
春色未曾看	gyht
宁其生而曳尾于涂中乎	odwq
松阁晴看山色近	fpje
庄子钓于濮水	uvtk
何事空摧残	eapd
谨守而勿失	oosq
楼上黄昏欲望休	fkse
风吹西复东	qlda
吴王宫里醉西施	lgoo
非醴泉不饮	lger
天下皆叛之	farp
君子何患乎无兄弟也	xvec
魏不能信用	rdvt
虽有数斗玉	lspg
夫子何哂由也	gvec
不敢攀贵德	dvfr
朱华春不荣	wegs
匡庐一带不停留	guft
曾是气吞残虏	ujqm
乃心在咸阳	vysc
嗤嗤童稚戏	llib
地阔望仙台	hpuv
盛夏不销雪	dddd
今吾朝受命而夕饮冰	tfds
沛公起如厕	itds
榆荚相催不知数	fsfp
盗贼还奔突	skdp
何必求神仙	eyfe
必死耀丹诚	ydmo
仲尼将奈何	ebue
齐年与天地	pqsh
孤猿更叫秋风里	vrfk
故人知我意	dtqi
傲吏身闲笑五侯	efwe
古往今来底事无	drtf
只为一毫差	lofu
泉山渺渺汝何之	ejip
岩峦行穹跨	jprn
封酒棕花香	hifr
寂寞开最晚	oofj
独领残兵千骑归	rtdu
寒天草木黄落尽	ofsb
独善亦何益	rupu
梦绕边城月	fvxw
天高不为闻	fodp
桃花发岸傍	fsxe
而人死亦次之	stdp
月兔空捣药	wyps
浩然天地间	iwfp
今夫天下之人牧	tgfw
登临遍池台	bniv
携盘独出月荒凉	aqrs
金光菊和女贞子的洪流	wmsi
泉沙软卧鸳鸯暖	eihj
惟有一堪赏	ysfn
曳屐出东冈	kbxk
见底何如此	kuen
君臣尚论兵	xsne
奚其为为政	edof
日月不得不行	jwdr
照我屋南隅	jqbc
久闻岷石鸭头绿	ypjv
草合离宫转夕晖	sypj
甘棠忆召公	snyt
揽裙脱丝履	apwb
不堪幽梦太匆匆	dhjw
愚者爱惜费	khev
秋夕听罗山人弹三峡流泉	rrle
碧山终日思无尽	gjvb
绮榭飘飖紫庭客	vfdo
美言可以市尊	uuau
访古始及平台间	odcp
水落尚存秦代石	ksnd
王亦曰仁义而已矣	gpjv
好手不可遇	ctdk
楼前御柳长	furt
感君缠绵意	dxvi
何处不清凉	eeds
岸风翻夕浪	jqqi
则雀无所逃	kmfq
劳苦而功高如此	sssn
冥冥细雨来	yyvf
疑非人世也	rltc
两朝出将复入相	fdxf
洁光如可把	imca
登阵常骑大宛马	bcnx
拄杖无时夜扣门	affp
空床难独守	pubo
夫秦王有虎狼之心	gggy
麻衣如雪一枝梅	pocf
肌发舒且柔	wxtc
年年欲惜春	qqtg
有亭翼然临于泉上者	soxh
一点芳心在娇眼	fmsm
我有所念人	qsit
无乃太简乎	fvgq
故渔者歌曰	dihj
梁惠王章句下	igga
昔昔都成玦	sshg
置以为像兮	mxot
乐道人之善	tutu
恋月潭边坐石棱	pwif
此人皆意有所郁结	ntrv
岚光破崖绿	jmdv
葳蕤自生光	sstm
未必知其道也	hyqc
夫焉取九子	gfav
彼其道幽远而无人	rdut
海近风多健鹤翎	ieqt
公岂敢入乎	tjvq
青青嘉蔬色	hhhy
王母桃花千遍红	gbfv
呜咽泪沾巾	llim
隐几熟眠开北牖	cqot
不知何处醉	dqeg
忽惊二十五万丈	wyss
我在钱塘拓湖渌	qsti
城乌独宿夜空啼	herl
白露沾野草	edis
暝投剡中宿	jauo
即防远客虽多事	xcfa
三节还乡兮挂锦衣	fsdo
死亦我所恶	dpqa
女亦无所忆	cpfy
笼竹和烟滴露梢	qqrf
雪堂风雨夜	dnqo
垂天雌霓云端下	efna
横大江兮扬灵	fgix
精逃白骨累三遭	pqes
对花把酒未甘老	bsah
求其为之者而不得也	fdoc
臣不胜受恩感激	sdwi
鸟遭罗弋尽哀鸣	ysml
百岁曾无百岁人	djut
精魂飘何处	psde
眷眷不忍决	uuds
未易轻弃也	hjhc
氲氲腊酒香	qqwr
三声欲断疑肠断	fhtp
挥翰宿春天	adof
归雁来时数附书	usfv
道行之而成	urpd
利剑不在掌	rtdn
黄帝游乎赤水之北	soiu
孤舟尽日横	vqbf
莫好修之害也	scec
秋来兴甚长	rfit
长沙千人万人出	tiwx
鹧鸪惊鸣绕篱落	udys
及壮当封侯	vume
蜀人衣食常苦艰	mtob
荒城鲁殿余	shqt
不诚其身矣	dodv
闻道长安似弈棋	putf
上帝钧天会众灵	kotx
东坡春向暮	ahgs
采桑歧路间	ebnp
新买五尺刀	ivfb
黄泥野岸天鸡舞	sikq
洛阳陌上春长在	iccs
却入空巢里	hrpk
有不任其声而趋举其诗焉	sdef
尽日坐复卧	bjts
未许苻坚过淮水	hosk
不得其职则去	drdh
白日亦偏照	ejpj
今日时清两京道	tjju
松间明月长如此	fpjn
明年半百又加三	jquf
象罔乃可以得之乎	ykvq
窃攀屈宋宜方驾	pfbx
更闻桑田变成海	fpbi
邻人有美酒	ttsi
游子不顾返	ivde
梅圣俞诗集序	fbtu
梦尽青灯展转中	fbhl
哀南夷之莫吾知兮	odgt
九月今年未授衣	ywto
朱草被洛滨	wspi
唯我与尔有是夫	lqsg
在新丰鸿门	sidp
海运则将徙于南冥	isky
及其所之既倦	vdie
我生本无乡	qwfv
无由睹雄略	fkmj
城隈草萋萋	hcss
民到于今称之	chfp
未卜见故乡	hmkv
右臂偏枯半耳聋	sbed
软踏帘钩说	hnpo
以道治心气	xuiq
江北江南水拍天	iuif
军合力不齐	yyxp
臣之质死久矣	spev
等终军之弱冠	qvyy
得自洞庭口	rtil
山衔好月来	jrcf
日夕殊不来	jrdf
明乎礼义而陋于知人心	jquy
别后悠悠君莫问	leep
乘舆恐未回	rrfn
山东豪俊遂并起而亡秦族矣	jaov
动而以天行	ssxr
朝三而暮四	dfsn
茅茨疏易湿	ssvi
从此道至吾军	tnuy
商歌非吾事	oala
肠中车轮转	wlhh
种瓜黄台下	rqsa
天穷超夕阳	fpdc
仙人骑白鹿	etxi
谁道吾今无往还	oufd
南宾旧属楚	donf
我家在山西	qosd
悬崖置屋牢	mjmo
屈原古壮士	bsdh
籍何以至此	qexn
父老相携迎此翁	thft
先破秦入咸阳者王之	wdgp
渡浙江问舟中人	iiit
仙人琪树白无色	etgy
宜付有司论其刑赏	oesn
石渠秋放水声新	diri
竟日蛟龙喜	ijkh
秀色掩今古	ryad
日斜归去奈何春	jtug
故能胜物而不伤	dvwe
走到打开的窗前	dhau
从军行二首	tyru
乐鸳鸯之同	trkk
人为丝轻那忍折	tova
玄鸟逝安适	oyar
慵闲无一事	ypfa
蔷薇几度花	ssqs
朝佩皆垂地	derh
孟子见梁襄王	vvkg
风驰又已到钱塘	qxbh
东来坐阅七寒暑	aftj
蜀王无近信	mgfe
我从南方来	qtdf
对君洗红妆	bxiu
万里归来年愈少	fkum
世溷浊而不分兮	hiit
树木今何如	fftc
只愿无事常相见	lsfk
画图麒麟阁	fnip
浸月冷波千顷练	iwsv
桃花欲动雨频来	fstf
冀一反之何时	ufej
风水春来洞庭阔	qkgp
缥缈入石如飞烟	vvru
狐死归首丘	rdue
漫向我耳边	irqx
况乘大夫轩	srgh
摇尾而求食	absy
共占少微星	smmj
悦亲戚之情话	yido
而未尝往也	shnc
桥回行欲断	fnrp
寥廓云海晚	ousj
孰云察余之善恶	osoa
天河从中来	fitf
不道含香贱	dutk
万转千回思想过	fhwa
今我睹子之难穷也	tqmc
飞步登云车	vnbh
常恐秋风早	nfrj
赠君无语竹夫人	kxft
左臂悬敝筐	sbmq
满身花影醉索扶	iwsa
门生故吏知多少	pwdm
篇终接混茫	qvas
敏给搏捷矢	qvaq
度我至军中	uqhl
碧瓦朱甍照城郭	gawo
问女何所思	pcej
如何舍此去	ceth
半匹红纱一丈绫	uhvv
自课越佣能种瓜	todq
迎春酒不空	tgip
苗而不秀者有矣夫	ssdg
大树思冯异	gfjc
碧玉搔头落水中	ggal
但我不能放歌	eqda
月露为知音	wdoi
眼前一杯酒	mufi
车马日盈门	hxjp
世外无物谁为雄	hrfs
城中居民风裂骭	hlbm
仙人垂两足	eten
秋菊能傲霜	rsvd
东有不臣之吴	asdl
不耕自有余	ddtt
勿违今日言	watu
心如止水鉴常明	ycnj
龟头剥落生莓苔	ysxs
而蟾蜍衔之	skkp
母瘦雏渐肥	bpyw
上方重阁晚	koqj
短檠照字细如毛	qsjr
苟得用此下土	srth
至大不可围	hgdn
沅湘流不尽	iiib
记得去年今日	orhj
固不知子矣	ndqv
高高入云霓	oord
不欲与廉颇争列	dtsd
玄圣素王之道也	obhc
杀人如不能举	wtci
有长鲸白齿若雪山	stqj
白露点青苔	edms
拥炉开酒缸	aufw
剑南山水尽清晖	tdjj
遣兴莫过诗	liso
县门白日无尘土	mpeh
秋蝉鸣树间	rklp
玉钗头上风	gtsq
煮豆持作羹	hfau
我当二十不得意	qmsi
岁寒水冷天地闭	jokp
月明多被云妨	wjrc
上有弦歌声	ksvh
故万物一也	dfwc
尤物惑人忘不得	dwgr
高阁晨开扫翠微	opjr
魂去尸长留	shbt
北风吹树急	uqly
白云涨川谷	esit
飞蓬各自远	vsef
飞雪似杨花	vdes
一朝被谗言	fdpu
世上空惊故人少	hkpm
何时返故乡	ejev
季冬树木苍	refs
嘉孺子而哀妇人	hvvt
发尽上指冠	xbky
凉州七里十万家	siao
归入武陵源	urfi
兽焰微红隔云母	uurb
凡卉与时谢	qdso
遗风成竞渡	lqdi
后来有千日	efsj
贫中有等级	tlsv
秋槐叶落空宫里	rflk
然而至此极者	wshh
朝露贪名利	ddtr
南浦凄凄别	disl
我在路中央	qsnk
曾城填华屋	uhhb
与君为新婚	sxoc
下下复高高	aaqo
思与故人言	jsdu
又如蛰者苏	bcas
故纯朴不残	dvfd
吾闻楚有神龟	fpfy
长夏门前欲暮春	tdpg
日月掷人去	jwah
蓝田醉倒玉山颓	sjgr
青山无数逐人来	hjff
迩来三月食无盐	yffh
有暇即扫地	sjxh
壮士发冲冠	uhxy
夜上信难哉	oked
古刹疏钟度	dwvu
养生者不足以当大事	uwha
嫣然纵送游龙惊	cwvy
就中最忆吴江隈	oljc
冷雨幽窗不可听	sdjl
江山重叠倍销魂	ijqs
积水连山胜画中	rkhl
提携袴中儿	aapq
桤林碍日吟风叶	ffdl
于是宾客无不变色离席	fjou
难可与等期	basd
吾尝终日不食	fnvy
风霜其奈何	qdde
秋风楚竹冷	rqfs
何以销烦暑	extj
友人听了之后	stle
南山与秋色	djsy
霓衣不湿雨	dodd
沟水东西流	ikai
孔子见老聃归	vvku
莫笑田家老瓦盆	sqjt
尽日无人共言语	bjfo
秦岭秋风我去时	gjrj
子之不知鱼之乐	vpdt
及为忠善者	volh
以道德为主	xuro
走傍寒梅访消息	deot
嫩色如新鹅	cycq
巢倾翡翠低	vele
无日不瞻望	fjdu
多不过三四	rdan
唯赤则非邦也与	lhks
依倚将军势	eeua
兽中刀枪多怒吼	ulbl
不曾富贵不曾穷	duop
千花百卉争明媚	wsdc
解钓鲈鱼能几人	ytqt
花暖青牛卧	sjhs
谁能久不顾	ovys
扬灵兮未极	axtf
今者吾丧我	thfq
草头珠颗冷	ssgs
吴越一王兮驷马归	ldfu
吾家碑不昧	fodj
佳趣尚未歇	ednj
莫将画扇出帷来	suff
蕨芽珍嫩压春蔬	ssgs
江浦雷声喧昨夜	iido
和乐天春词	rtfo
重门深锁无寻处	qpie
愁翁笑口大难开	rtqf
貂冠水苍玉	yykg
腰佩翠琅玕	wexg
青蝇侧翅蚤虱避	hkeb
义泪沾衣巾	oiim
河南大尹头如雪	idgd
鲤趋而过庭	qdsu
存亡不可知	sudq
冷泉亭上旧曾游	seoi
泻露玉盘倾	idge
会面安可知	tgoq
天性有时迁	fysw
一种清孤不等闲	frip
公伯寮其如命何	teoe
匡山读书处	gjoe
相见不相知	fkdq
城窄山将压	hpjs
庭草春深绶带长	usgt
沛公奉卮酒为寿	itgd
我四十不动心	qndy
笑看儿童骑竹马	qtqx
濯锦江边两岸花	itis
涧谷芳菲少	itsm
岂能无意酬乌鹊	jvfs
山里风光亦可怜	jkqy
入峡次巴东	rjsa
秦王骑虎游八极	ggxf
稚子牵衣问	rvgp
逆随潮水到秦淮	ucii
旁人不惜妻止之	otdp
烟柳不遮楼角断	ufdp
心与竹俱空	ysqp
岸花焦灼尚余红	jswv
自吾氏三世居是乡	tftv
如之何闻斯行之	cpep
溧阳公主年十四	ictn
有始有卒者	scsh
燕姬酌蒲萄	scgs
不仁者远矣	dehv
簇簇歌台舞榭	qqaf
不离一室中	dpfl
哀一逝而异乡	ofav
检点遗篇几首诗	fmlo
争新买宠各出意	yivi
杜鹃花里杜鹃啼	flsl
非鬼非人意其仙	lwle
郁闭而不流	spsi
子桑殆病矣	vbdv
使我伤怀奏短歌	eqea
奄忽随物化	gwce
桃花开不开	fsff
万姓以死亡	fcxu
初食笋呈座中	pyql
小人学道则易使也	mtic
一生抱恨堪咨嗟	fwal
转觉落笔难	hisb
江南放屈平	idoh
一弹指顷去来今	fvat
正旦蒙赵王赉酒诗	fjso
能向花前几回醉	vrsg
虽趣舍万殊	ldtd
端州石工巧如神	iidu
鲁有兀者叔山无趾	qshn
五夜飕飗枕前觉	foqi
不见一人来	dkff
父老喜云集	thhw
金縢功不刊	wwfh
旷然忘所在	jwus
先师有遗训	wuso
夫工乎天而	gfqs
吾身非吾有也	fwlc
水绿天青不起尘	kvfm
大破杀匈奴十余万骑	gdwx
为恶无近刑	oaff
招待出牢人	arxt
知德者鲜矣	qrhv
佩玉鸣鸾罢歌舞	eglq
渴不饮盗泉水	idrk
忽如江浦上	wcik
白云相逐水相通	esfb
常排伤心事	naea
天地入胸臆	fhrw
心犹豫而狐疑	yrcr
整整复斜斜	ffqt
彼恶敢当我哉	ravd
信马悠悠野兴长	exet
樊迟从游于舞雩之下	fbta
杨柳阴阴细雨晴	ffcj
天下莫能臣	fass
君莫向秋浦	xsri
事会之适也	atpc
东家蝴蝶西家飞	aokv
一片春岚映半环	ftgg
雨后却斜阳	dehc
此身飘泊苦西东	nwda
其诸异乎人之求之与	docs
九龄书大字	ynvo
惟梁孝王都	yihh
江楼夕望招客	ifro
自生民以来	twcf
项王未有以应	fghu
二十年前曾去路	sdqn
对影成三客	bjdo
地阔峨眉晚	hpjj
小鼎煎茶面曲池	mmui
抚孤松而盘桓	avff
人静鼠窥灯	thru
君自此远矣	xtnv
夕阳穷登攀	rcpf
雪白河豚不药人	deit
西风漫卷孤城	dqih
不离墙下至行时	dphj
此养神之道也	nuuc
孤鸾舞镜不作双	vpqb
数骑渔阳探使回	pxin
夕弭节兮北渚	rvsi
徒留无所施	rtfo
下终南山过斛斯山人宿置酒	avdi
年命如朝露	qycd
知其不可奈何而安之若命	qddy
掩泪悲千古	aild
贼仁者谓之贼	kehk
勉远逝而无狐疑兮	yfat
遍地哀鸿满城血	ihoq
如珠未穿孔	cghv
不对芳春酒	dbsi
圣人工乎天而拙乎人	btft
春变烟波色	gpuy
极目萧条三两家	fmso
应时而变者也	ujsc
八蚕茧绵小分炷	tfsu
甚矣吾衰矣	dvfv
方期沆瀁游	odii
沛公之参乘樊哙者也	itpc
差科死则已	urdb
君无势则去	xfah
杳杳天低鹘没处	fffe
众星何历历	tjes
关市讥而不征	uoor
欲知岁晚在何许	tqjo
贤哲不苟合	nady
晶晶掷岩端	jjai
弃妾已去难重回	oibn
庄则入为寿	ukrd
则群聚而笑之	kxap
举言谓新妇	iuoc
不觉潸然泪眼低	diie
羔羊口在缘何事	uula
沧海先迎日	iiwj
孤飞如坠霜	vvcd
浩然与溟涬同科	iwsr
每闻欺大鸟	qpdy
言笑无厌时	uqfj
东风日暖闻吹笙	aqjq
回也闻一以知十	ncpd
我家江水初发源	qoii
古之所谓隐士者	dpih
曲岸回篙舴艋迟	kjnb
高岑殊缓步	ojdn
萎蒿满地芦芽短	ssiq
心振荡而不怡	yasy
白鹭映春洲	enji
访古一沾裳	odfn
悔不当时留住	ydme
笛中闻折柳	qlpf
以其子妻之	xdvp
观心不观迹	bydp
思乡泪满巾	jvim
然而巨盗至	wsgh
报养刘之日短也	aupc
行路难三首	rnbu
云山互明灭	sjsf
彼仁人何其多忧也	retc
船下广陵去	qauh
嘈嘈天乐鸣	llfl
忠臣不谄其君	lsdx
彼美玉山果	rugj
尽日此桥头	bjns
二月垂杨未挂丝	swev
天教晚发赛诸花	fhjs
女郎剪下鸳鸯锦	cout
不近人情焉	detf
是以君子为国	jxxn
纷纷辞客多停笔	vvrq
菖蒲花发五云高	ssso
落帆江口月黄昏	smit
道芷阳间行	uscr
花应羞上老人头	suus
天长水阔厌远涉	ftki
还应酿老春	dugg
鸿雁连群地亦寒	isho
传觞三鼓罢	eyfm
予客居阖户	cobi
淮阴行五首	icru
必慢其经界	yydj
遁辞知其所穷	erqp
虽断犹牵连	lprh
蓝桥驿见元九诗	sfxo
吹沙走浪几千里	lidk
娉婷小苑中	ccml
举长矢兮射天狼	itqr
空烦左手持新蟹	pusy
家本紫云山	ofnj
而不见其形	sdkf
行酒石榴裙	ridp
浦楼低晚照	ifej
回首是平芜	nujs
一去可怜终不返	fhae
隔水疑神仙	ckre
水鸟带波飞夕阳	kysc
君子之仕也	xvpc
农夫更苦辛	ygfo
枫栝隐奔峭	ffcj
千年老虎猎不得	wqhr
人生无离别	twfl
而况乎无不用者乎	ssqq
既自以心为形役	xtxr
凤笙龙管行相催	qqde
有德者必有言	srhu
继之以规矩准绳	vpxv
彼其道远而险	rduc
名酒来清江	rifi
不过二十里耳	dasa
不知何处葬	dqes
晃荡绝壁横	jsvf
旷兮其若谷	jtdt
园花隐麝香	nscr
残红半破莲	dvus
圆绿卷新荷	nvus
舜禹之有天下也	eqpc
如今化作雨苍龙	cted
乃知震之所在	vqds
已收滴博云间戍	bxid
谁知离别情	oqpy
舞马既登床	qxxu
可与事君也与哉	asad
君其涉于江而浮于海	xdii
巴国尽所历	cnbs
望中烟树历历	ulus
为同松柏类	okfp
操余弧兮反沦降	atvc
惟大人为能格君心之非	ygtl
别期渐近不堪闻	ldip
登栈亦陵缅	bfpv
两人不敢上	ftdk
赐也闻一以知二	kcps
推心辅王政	ayhf
祗役出皇邑	urxl
朝廷雇我作闲人	deit
心如韩寿爱偷香	ycdr
新郎君去马如飞	ioxv
将知醉后岂堪夸	uqgg
九月十日即事	ywda
霜江夜清澄	dioi
况肯到红尘深处	snhe
庶以善自名	uxur
长此镇吴京	tnto
沙平草绿见吏稀	ihsr
赤焰烧虏云	huus
平野入青徐	hkrr
朱橘不论钱	wfdt
雪颈霜毛红网掌	dbdn
世事纷纭何足理	havg
起坐弹鸣琴	dtvg
于物无视也	fwfc
柯叶多蒙笼	flrq
两公壮藻思	ftuj
斯有不忍人之政矣	dsdv
吾安得夫忘言之人而与之言哉	ford
喜心翻倒极	hyqf
睹一异鹊自南方来者	mfch
散火杨梅林	suff
帘下宫人出	paox
千峰争攒聚	wjya
而不敢怀庆赏爵禄	sdvu
投冠旋旧墟	ayoh
万斛之舟行若风	fypq
古之狂也肆	dprh
非闭其言而不出也	lpdc
朝真暮伪何人辨	ddso
恭而无礼则劳	ssfs
岂知关山苦	jqus
独酌板桥浦	rgfi
未及前贤更勿疑	hvur
心恬内无忧	yyky
大舜有大焉	gesf
是岁江南旱	jjij
所以谓人皆有不忍人之心者	ixoh
十年蹴踘将雏远	dqnf
特地惊狂眼	whym
应是西陵古驿台	ujdv
采撷何匆匆	eaew
片言苟会心	tusy
淹留亦何益	itpu
风吹仙袂飘飖举	qlei
心飞扬兮浩荡	yvas
老命反迟延	hyeq
事昧竟谁辨	ajio
马踏春泥半是花	xngs
所期就金液	idoi
将犹陶铸尧	urca
丝管举离声	vqih
扁舟何处寻	iqex
但看古来歌舞地	etdh
一飞由来无定所	fvki
南州溽暑醉如酒	diii
未收天子河湟地	hxfh
戚戚苦无悰	ddsy
春风缘隙来	gqvf
士有道德不能行	hsur
花面丫头十三四	sgun
痛饮从来别有肠	prtw
侧出岸沙枫半死	exjd
村南无限桃花发	fdfx
假面胡人假狮子	egdv
富贵必从勤苦得	olyr
纷纷谤誉何劳问	vvop
边城一片离索	xhfd
范增数目项王	shpg
宿云解驳晨光漏	osyi
去去如何道	hhcu
哀鸣求匹俦	olfe
空山草木长	pjst
假令风歇时下来	etqf
死生无变于己	dwfb
朝骋骛兮江皋	dxce
而可小知也	samc
毫毛不敢有所近	orde
洞中开宴会	ilft
还喜花开依旧数	dhsp
潜匿游下邳	igid
云雨朝还暮	sdds
不随桃李一时开	dcff
灵之来兮如云	xpfs
春星带草堂	gjsn
朝餐是草根	dmjf
惆怅空知思后会	yypt
周公兼夷狄	wtur
兹山何峻秀	ujer
根盘今在阖闾城	fqth
屐上足如霜	bknd
味暖并无忧	ljuy
红梅不屈服	vfdw
飞云当面化龙蛇	vsmk
碧眼照山谷	gmjt
门外韩擒虎	prdm
非蛇鳝之穴无可寄托者	lkqh
蕊黄无限当山额	ssfo
更夺蓬婆雪外城	fgsh
三年流落巴山道	fqiu
